Date,Open,High,Low,Close,Adj Close,Volume
2016-08-29,768.719971,774.979980,768.599976,771.289978,771.289978,2198600
2016-08-30,771.049988,771.840027,765.559998,767.580017,767.580017,1709200
2016-08-31,766.599976,769.640015,764.000000,769.159973,769.159973,1633800
2016-09-01,770.900024,772.039978,766.750000,770.619995,770.619995,1792300
2016-09-02,774.109985,776.000000,771.700012,772.440002,772.440002,2181800
2016-09-06,774.039978,789.479980,770.219971,788.869995,788.869995,3719800
2016-09-07,789.530029,790.789978,784.330017,784.479980,784.479980,2424600
2016-09-08,783.890015,786.500000,781.440002,784.059998,784.059998,2030500
2016-09-09,779.359985,781.000000,760.109985,760.140015,760.140015,4257300
2016-09-12,757.349976,772.659973,756.000000,771.489990,771.489990,3124700
2016-09-13,768.770020,769.890015,759.049988,761.010010,761.010010,3117200
2016-09-14,762.200012,767.500000,758.849976,761.090027,761.090027,2523000
2016-09-15,762.000000,770.869995,757.580017,769.690002,769.690002,3034000
2016-09-16,773.280029,780.460022,771.659973,778.520020,778.520020,5499200
2016-09-19,779.969971,781.940002,771.000000,775.099976,775.099976,2297200
2016-09-20,776.000000,781.369995,776.000000,780.219971,780.219971,1937200
2016-09-21,783.250000,790.690002,779.010010,789.739990,789.739990,2718600
2016-09-22,794.270020,805.890015,794.270020,804.700012,804.700012,4078900
2016-09-23,803.130005,807.750000,802.119995,805.750000,805.750000,2353500
2016-09-26,801.799988,805.929993,797.150024,799.159973,799.159973,2651400
2016-09-27,801.849976,816.640015,801.109985,816.109985,816.109985,3819600
2016-09-28,818.000000,830.140015,817.030029,828.719971,828.719971,4422100
2016-09-29,828.260010,837.500000,824.630005,829.049988,829.049988,4922200
2016-09-30,832.609985,839.950012,832.400024,837.309998,837.309998,4430600
2016-10-03,836.000000,839.859985,831.250000,836.739990,836.739990,2769400
2016-10-04,840.909973,842.369995,830.260010,834.030029,834.030029,2950300
2016-10-05,838.000000,845.669983,836.119995,844.359985,844.359985,3469100
2016-10-06,843.700012,847.210022,840.599976,841.659973,841.659973,2684000
2016-10-07,845.789978,845.950012,837.450012,839.429993,839.429993,2426200
2016-10-10,843.250000,845.200012,840.270020,841.710022,841.710022,1827100
2016-10-11,841.020020,841.289978,828.349976,831.000000,831.000000,3588200
2016-10-12,834.000000,837.669983,830.099976,834.090027,834.090027,2380400
2016-10-13,829.000000,831.799988,821.210022,829.280029,829.280029,3091400
2016-10-14,835.080017,835.739990,822.960022,822.960022,822.960022,2999800
2016-10-17,821.500000,822.000000,811.679993,812.950012,812.950012,3361500
2016-10-18,822.109985,823.260010,815.020020,817.650024,817.650024,2512500
2016-10-19,820.400024,820.669983,815.169983,817.690002,817.690002,2090700
2016-10-20,813.989990,815.710022,803.099976,810.320007,810.320007,3152000
2016-10-21,809.359985,819.419983,809.000000,818.989990,818.989990,2793000
2016-10-24,824.950012,838.299988,822.210022,838.090027,838.090027,4060900
2016-10-25,839.299988,843.090027,833.219971,835.179993,835.179993,3248400
2016-10-26,832.760010,833.440002,820.000000,822.590027,822.590027,3998100
2016-10-27,831.239990,831.719971,815.429993,818.359985,818.359985,7406400
2016-10-28,782.000000,789.489990,774.609985,776.320007,776.320007,10841100
2016-10-31,781.030029,793.700012,780.109985,789.820007,789.820007,5413300
2016-11-01,799.000000,800.840027,776.710022,785.409973,785.409973,5305400
2016-11-02,783.929993,784.750000,763.549988,765.559998,765.559998,5026500
2016-11-03,765.049988,777.000000,764.000000,767.030029,767.030029,3872500
2016-11-04,762.789978,766.000000,753.229980,755.049988,755.049988,5122100
2016-11-07,771.640015,787.729980,770.940002,784.929993,784.929993,5984400
2016-11-08,784.969971,791.739990,779.099976,787.750000,787.750000,3373300
2016-11-09,764.000000,777.500000,760.090027,771.880005,771.880005,8562900
2016-11-10,778.809998,778.830017,717.700012,742.380005,742.380005,12747000
2016-11-11,735.729980,743.260010,728.900024,739.010010,739.010010,6594400
2016-11-14,745.510010,746.000000,710.099976,719.070007,719.070007,7321300
2016-11-15,730.000000,746.780029,725.989990,743.239990,743.239990,6755800
2016-11-16,739.880005,749.869995,735.609985,746.489990,746.489990,3648800
2016-11-17,749.320007,757.500000,748.000000,756.400024,756.400024,3690100
2016-11-18,761.000000,767.739990,757.640015,760.159973,760.159973,4373400
2016-11-21,766.000000,780.349976,765.109985,780.000000,780.000000,4614600
2016-11-22,788.169983,792.400024,781.000000,785.330017,785.330017,5311300
2016-11-23,781.729980,781.750000,773.119995,780.119995,780.119995,3540300
2016-11-25,786.500000,786.750000,777.900024,780.369995,780.369995,1837100
2016-11-28,776.989990,777.000000,764.239990,766.770020,766.770020,4438800
2016-11-29,768.000000,769.890015,761.320007,762.520020,762.520020,3272300
2016-11-30,762.000000,768.090027,750.250000,750.570007,750.570007,4625900
2016-12-01,752.409973,753.369995,738.030029,743.650024,743.650024,4666000
2016-12-02,743.400024,748.489990,736.700012,740.340027,740.340027,3561300
2016-12-05,745.000000,761.489990,742.000000,759.359985,759.359985,4314700
2016-12-06,763.989990,768.239990,757.250000,764.719971,764.719971,3794700
2016-12-07,764.549988,770.419983,755.820007,770.419983,770.419983,3684900
2016-12-08,771.869995,773.789978,765.190002,767.330017,767.330017,3189600
2016-12-09,770.000000,770.250000,765.340027,768.659973,768.659973,2470900
2016-12-12,766.400024,766.890015,757.200012,760.119995,760.119995,2963900
2016-12-13,764.960022,782.460022,762.000000,774.340027,774.340027,5285300
2016-12-14,778.250000,780.859985,762.809998,768.820007,768.820007,5454800
2016-12-15,766.280029,769.099976,760.309998,761.000000,761.000000,3801900
2016-12-16,765.000000,765.130005,754.000000,757.770020,757.770020,4848200
2016-12-19,758.890015,770.500000,756.159973,766.000000,766.000000,3113200
2016-12-20,768.650024,774.390015,767.710022,771.219971,771.219971,2703600
2016-12-21,770.000000,771.219971,765.700012,770.599976,770.599976,2044600
2016-12-22,768.119995,771.210022,763.020020,766.340027,766.340027,2543600
2016-12-23,764.549988,766.500000,757.989990,760.590027,760.590027,1976900
2016-12-27,763.400024,774.650024,761.200012,771.400024,771.400024,2638700
2016-12-28,776.250000,780.000000,770.500000,772.130005,772.130005,3301000
2016-12-29,772.400024,773.400024,760.849976,765.150024,765.150024,3158300
2016-12-30,766.469971,767.400024,748.280029,749.869995,749.869995,4139400
2017-01-03,757.919983,758.760010,747.700012,753.669983,753.669983,3521100
